test;geometry;@id;id;@geometry;Ville et commune;Quartier;Catégorie;Nom de l'établissement
;-4.0876243,5.3519117;node/4258348302;node/4258348302;;;;Pharmacie;Pharmacie Gnimah
;-3.4984378,6.7266073;node/4262495193;node/4262495193;;;;Pharmacie;Pharmacie du carrefour
;-5.3593521,5.830018;node/4262572089;node/4262572089;;;;Pharmacie;Pharmacie Nouvelle
;-6.1722082,6.2362538;node/4262572389;node/4262572389;;;;Pharmacie;Pharmacie Sekle
;-7.39837,7.4482881;node/4262572490;node/4262572490;;;;Hôpital;
;-3.9924683,5.3441817;node/4264532940;node/4264532940;;;;Pharmacie;UFR Sciences Médicales d'Abidjan
;-4.1009485,5.3364033;node/4265880289;node/4265880289;;;;Pharmacie;Pharmacie Anador
;-4.0042951,5.2919384;node/4268416931;node/4268416931;;;;Pharmacie;
;-4.0764077,5.3527445;node/4272383301;node/4272383301;;;;Pharmacie;Pharmacie Schékina
;-4.0903566,5.358022;node/4273777743;node/4273777743;;;;Pharmacie;
;-4.0614837,5.3197316;node/4288757971;node/4288757971;;;;Pharmacie;Pharmacie Saint Laurent
;-4.087749,5.3233563;node/4294935516;node/4294935516;;;;Pharmacie;Pharmacie Les phalènes
;-6.4628574,6.8830941;node/4302127891;node/4302127891;;;;Pharmacie;Nouvelle Pharmacie Le Soleil
;-6.4588108,6.8849013;node/4302128189;node/4302128189;;;;Pharmacie;Pharmacie Anaud
;-6.4393589,6.8908367;node/4302128290;node/4302128290;;;;Pharmacie;Pharmacie du Parvis
;-4.2106774,6.6550724;node/4306293392;node/4306293392;;;;Pharmacie;
;-4.0226268,5.3464688;node/4311532523;node/4311532523;;Adjamé;;Pharmacie;Pharmacie Saint-Michel
;-4.065962,5.3207946;node/4314450181;node/4314450181;;;;Pharmacie;Pharmacie Noya
;-4.0819381,5.329263;node/4323521302;node/4323521302;;;;Pharmacie;Pharmacie Horeb
;-4.0601027,5.3272665;node/4331384674;node/4331384674;;;;Pharmacie;Pharamaci Chigata
;-4.078413,5.3553877;node/4331386310;node/4331386310;;;;Pharmacie;Pharmacie Sainte Aude
;-4.0877614,5.3353825;node/4331386435;node/4331386435;;;;Pharmacie;Pharmacie Elkanah
;-4.0625749,5.3332213;node/4331386460;node/4331386460;;;;Pharmacie;Pharmacie Laoulo
;-4.0026179,5.2667509;node/4336716994;node/4336716994;;;;Pharmacie;
;-4.2295211,5.3209681;node/4341074389;node/4341074389;;;;Pharmacie;Pharmacie Carrefour Songon Dagbé
;-4.0588153,5.3234519;node/4342220589;node/4342220589;;;;Pharmacie;Pharmacie Ghandi
;-3.9795055,5.3040049;node/4342868789;node/4342868789;;;;Pharmacie;Pharmacie Mandiana
;-3.9958218,5.3488038;node/4344227839;node/4344227839;;;;Clinique médicale;Clinique Béatitudes
;-4.1100323,5.3277181;node/4346043372;node/4346043372;;;;Pharmacie;Pharmacie de la Cité Verte
;-4.1082198,5.3315163;node/4346043528;node/4346043528;;;;Pharmacie;Pharmacie Le Jourdain
;-4.0004085,5.2966188;node/4355314895;node/4355314895;;;;Pharmacie;Pharmacie Megane
;-4.0864745,5.3553662;node/4361935207;node/4361935207;;;;Pharmacie;Pharmacie Divine grace
;-4.0853898,5.3594448;node/4361936137;node/4361936137;;;;Pharmacie;Pharmacie du cenacle
;-4.059775,5.3295362;node/4362577090;node/4362577090;;;;Pharmacie;Pharmacie de la cité
;-3.9758868,5.391027;node/4363722340;node/4363722340;;;;Pharmacie;Pharmacie Bien-être
;-3.9941112,5.3856259;node/4365089204;node/4365089204;;;;Pharmacie;Pharmarcie Les perles
;-3.9861222,5.3975431;node/4368676895;node/4368676895;;;;Pharmacie;Pharmacie des Laureades
;-4.0872609,5.3095708;node/4379454777;node/4379454777;;;;Pharmacie;Pharmacie Azito
;-3.9615438,5.257172;node/4381343508;node/4381343508;;;;Pharmacie;Aho
;-4.0095689,5.3473102;node/4398951991;node/4398951991;;;;Clinique médicale;Clinique la Providence
;-3.9913654,5.3089427;node/4401411566;node/4401411566;;;;Pharmacie;Pharmacie de la Paix
;-3.9931303,5.3137139;node/4401434841;node/4401434841;;;;Pharmacie;Pharmacie de la Vie
;-4.064931,5.3183843;node/4403254989;node/4403254989;;;;Pharmacie;Pharmacie Beraca
;-4.0948617,5.3187262;node/4411562364;node/4411562364;;;;Pharmacie;Pharmacie Theodora
;-4.0671186,5.3623259;node/4411568181;node/4411568181;;;;Pharmacie;Pharmacie d’Andokoi
;-3.9911143,5.3990215;node/4411568293;node/4411568293;;;;Pharmacie;Pharmacie Angré
;-4.0909415,5.3311726;node/4431337543;node/4431337543;;;;Pharmacie;Pharmacie Carrefour Boby
;-4.0217391,5.3513327;node/4431345745;node/4431345745;;;;Pharmacie;Pharmacie Sénevé
;-5.9348493,6.11337;node/4437956790;node/4437956790;;;;Clinique médicale;Clinique Keita
;-5.94434,6.1291939;node/4437982089;node/4437982089;;;;Pharmacie;Pharmacie Principale
;-5.9432634,6.1324092;node/4442502540;node/4442502540;;;;Pharmacie;Pharmacie Sainte Pauline
;-5.9523963,6.1423458;node/4442516135;node/4442516135;;;;Clinique médicale;Clinique le Ghery
;-3.9287424,5.3724492;node/4449390538;node/4449390538;;;;Pharmacie;Les Catleyas
;-3.9799911,5.413709;node/4449400891;node/4449400891;;;;Pharmacie;Pharmacie du château Angré
;-4.1131339,5.3308849;node/4459062665;node/4459062665;;;;Pharmacie;Pharmacie Michel Archange
;-4.1131731,5.3380256;node/4459062666;node/4459062666;;;;Pharmacie;Pharmacie Inox
;-4.0140793,5.3099317;node/4463358635;node/4463358635;;;;Pharmacie;
;-4.0620708,5.3330999;node/4463359547;node/4463359547;;;;Clinique médicale;Clinique médicale Les Oliviers
;-7.3439164,6.7381321;node/4464176626;node/4464176626;;Duékoué;;Pharmacie;Pharmacie Divine Grâce
;-7.3452342,6.7394845;node/4464475990;node/4464475990;;Duékoué;;Clinique médicale;Cabinet Médical Christal
;-7.3463327,6.7463897;node/4464822485;node/4464822485;;Duékoué;;Pharmacie;Pharmacie Wahon
;-7.3484705,6.7469046;node/4464823761;node/4464823761;;Duékoué;;Pharmacie;Pharmacie de la gare
;-3.9692932,5.27815;node/4474545091;node/4474545091;;;;Clinique vétérinaire;Codivet
;-3.9769841,5.2823205;node/4474552291;node/4474552291;;;;Clinique vétérinaire;Nouvelle Proveci SA
;-7.3510028,6.7377186;node/4476728916;node/4476728916;;Duékoué;;Clinique médicale;Clinique Médicale Djama Soutra
;-7.3541786,6.7391915;node/4476795866;node/4476795866;;Duékoué;;Clinique médicale;Association des Volontaire pour la Protection de l'Enfance
;-7.3433767,6.7367969;node/4476869758;node/4476869758;;Duékoué;;Clinique médicale;Clinique AIBEF
;-7.3450812,6.7454871;node/4477215072;node/4477215072;;Duékoué;;Clinique médicale;Clinique Sainte Anne-Marie
;-7.3443925,6.7461243;node/4477215075;node/4477215075;;Duékoué;;Pharmacie;Pharmacie de Duekoue
;-7.3426426,6.7391807;node/4484033445;node/4484033445;;Duékoué;;Clinique médicale;Dispensaire Soeurs Salésiennes
;-2.7926581,8.040478;node/4484037932;node/4484037932;;;;Pharmacie;
;-4.0347417,5.3530094;node/4485187391;node/4485187391;;;;Clinique médicale;Maternité d’Attecoubé
;-4.024193,5.3570937;node/4485187394;node/4485187394;;;;Pharmacie;Pharmacie Saint Emmanuel Adjamé Mirador
;-4.0337579,5.3515046;node/4485201597;node/4485201597;;;;Pharmacie;Pharmacie Agoua
;-4.01814,5.3542799;node/4485201599;node/4485201599;;;;Pharmacie;Nouvelle pharmacie des 220 logements
;-4.0235615,5.4303502;node/4485218895;node/4485218895;;;;Pharmacie;Pharmacie Tehoua
;-4.0142266,5.4443899;node/4485222094;node/4485222094;;;;Pharmacie;Pharmacie Route Akeikoi
;-4.0139304,5.4385494;node/4485222095;node/4485222095;;;;Pharmacie;Pharmacie Yarapha
;-4.0399959,5.4388123;node/4485222096;node/4485222096;;;;Clinique médicale;Clinique médicale Les grâces
;-4.0308622,5.4371623;node/4485222197;node/4485222197;;;;Pharmacie;Pharmacie Magnificat
;-4.0266186,5.434002;node/4485222291;node/4485222291;;;;Pharmacie;Pharmacie du centre
;-3.9854351,5.4065242;node/4505731192;node/4505731192;;;;Pharmacie;Grande Pharmacie du Jubilé
;-3.9852955,5.302539;node/4508496442;node/4508496442;;Marcory;;Pharmacie;Pharmacie du petit Marché
;-4.1035456,5.3515943;node/4520558181;node/4520558181;;;;Pharmacie;Pharmacie Alicia
;-4.0876109,5.3413892;node/4520949559;node/4520949559;;;;Pharmacie;Pharmacie Saint Raphaël
;-3.2014039,7.1289663;node/4535656300;node/4535656300;;;;Pharmacie;Nouvelle Pharmacie du Djuablin
;-3.2024786,7.1344757;node/4535710889;node/4535710889;;;;Pharmacie;Pharmacie K. Boilot
;-6.05854,6.9257863;node/4539796175;node/4539796175;;;;Pharmacie;nouvelle pharmacie de bonon
;-6.0425608,6.9272096;node/4539797515;node/4539797515;;;;Pharmacie;Pharmacie de Bonon
;-3.999915,5.358161;node/4547977891;node/4547977891;;Cocody;;Clinique médicale;Clinique Médicale Latrille
;-5.2553333,6.8384767;node/4551159691;node/4551159691;;;;Clinique médicale;Clinique Emmanuel
;-6.8605043,6.767604;node/4553128355;node/4553128355;;;;Pharmacie;Pharmacie de Zoukougbeu
;-7.1159668,6.7396879;node/4553637112;node/4553637112;;;;Pharmacie;Pharmacie de Guézon
;-3.9991093,5.3632444;node/4565106891;node/4565106891;;;;Clinique médicale;Poly Clinic Deux Plateaux
;-3.9920732,5.3021703;node/4573176588;node/4573176588;;;;Pharmacie;Pharmacie de la place
;-5.9468009,6.1408309;node/4577203705;node/4577203705;;Gagnoa;;Pharmacie;Pharmacie Ahouane
;-4.0306546,5.358428;node/4587509992;node/4587509992;;;;Pharmacie;Pharmacie d’Agban
;-4.184962,5.4645774;node/4614098914;node/4614098914;;;;Pharmacie;Pharmacie d'Attinguié
;-6.6500328,4.7421501;node/4648366127;node/4648366127;;;;Pharmacie;Pharmacie Roi David
;-4.073941,5.3303091;node/4665635390;node/4665635390;;;;Pharmacie;Pharmacie Kouté
;-3.974954,5.339411;node/4683405614;node/4683405614;;;;Pharmacie;Pharmacie Andy
;-4.1055513,5.3261522;node/4683436117;node/4683436117;;;;Pharmacie;Pharmacie Esther
;-5.6589019,9.461247;node/4684128290;node/4684128290;;;;Clinique médicale;Maternité Badéya
;-3.9664062,5.3022359;node/4685661491;node/4685661491;;;;Pharmacie;Pharmacie Sainte Agathe
;-5.5816173,6.8803144;node/4714184389;node/4714184389;;;;Clinique médicale;CSR BOZI SATIMACI
;-5.2584948,6.8185734;node/4741898926;node/4741898926;;;;Pharmacie;Pharmacie Ebenezer
;-3.5904562,5.2732678;node/4743943870;node/4743943870;;;;Pharmacie;Pharmacie de Bonoua
;-3.5990446,5.2660324;node/4743943901;node/4743943901;;;;Pharmacie;Pharmacie Ebenezer
;-5.2692395,6.8103541;node/4745947711;node/4745947711;;;;Clinique médicale;Clinique Aibef
;-3.9643277,5.3066872;node/4748623762;node/4748623762;;;;Pharmacie;Pharmacie Aliodan
;-4.0344216,5.3491947;node/4748628139;node/4748628139;;Attécoubé;;Pharmacie;Pharmacie Sebroko
;-4.0886864,5.3468227;node/4754152406;node/4754152406;;;;Clinique médicale;Clinique médicale Vie
;-4.4966207,7.0628446;node/4783620521;node/4783620521;;;;Pharmacie;Pharmacie de Bocanda
;-3.9767253,5.3531145;node/4791704054;node/4791704054;;Cocody;;Pharmacie;Pharmacie de la Riviera 2
;-4.0005138,5.3643061;node/4794214321;node/4794214321;;;;Clinique médicale;La Nouvelle Clinique Remah
;-3.9554631,5.3856678;node/4801940459;node/4801940459;;;;Pharmacie;Pharmacie Saint Viateur Palmeraie
;-4.0385169,5.4382854;node/4802497617;node/4802497617;;;;Pharmacie;Pharmacie Bsa
;-6.6488079,4.7785791;node/4806189221;node/4806189221;;;;Pharmacie;Pharmacie Do
;-6.6471291,4.7760402;node/4808223235;node/4808223235;;;;Pharmacie;Pharmacie Madou
;-3.9097661,5.2415206;node/4838947123;node/4838947123;;;;Pharmacie;Route de Bassam
;-5.9375945,6.1179552;node/4871960964;node/4871960964;;;;Pharmacie;Pharmacie Garahio
;-3.9381812,5.3694454;node/4880721123;node/4880721123;;;;Pharmacie;Saint Georges
;-4.0133739,5.3186864;node/4893698922;node/4893698922;;;;Clinique médicale;Clinique La Rochelle
;-4.079124,5.3373893;node/4914914258;node/4914914258;;;;Pharmacie;Pharmacie du marché
;-4.0922967,5.3271493;node/4914920296;node/4914920296;;;;Pharmacie;Pharmacie Le̓a
;-4.1087499,5.3427685;node/4919002287;node/4919002287;;;;Pharmacie;Pharmacie Moaye
;-4.0805634,5.3554649;node/4930944421;node/4930944421;;;;Clinique médicale;Clinique Medico-Churigical Le banco
;-3.3901957,5.3830334;node/4940322222;node/4940322222;;;;Hôpital;District sanitaire Aboisso
;-4.1906548,5.4694624;node/4964932648;node/4964932648;;;;Clinique médicale;Maternité
;-4.0891481,5.3564911;node/4966432149;node/4966432149;;;;Pharmacie;Pharmacie Saint Clément
;-4.0634071,5.3282155;node/4971199726;node/4971199726;;;;Pharmacie;Pharmacie Nankoko
;-3.9775637,5.2739893;node/4977476390;node/4977476390;;;;Pharmacie;Parmacie de Bietry
;-4.1018952,5.3670411;node/4985719139;node/4985719139;;;;Pharmacie;Grande pharmacie de l’autoroute
;-5.2742657,6.8157511;node/4985719449;node/4985719449;;;;Pharmacie;Pharmacie des lacs
;-3.7780427,5.2153612;node/5037866223;node/5037866223;;Grand Bassam;;Pharmacie;Pharmacie JLog
;-3.8959318,5.2407198;node/5037866321;node/5037866321;;;Port Bouet;Clinique médicale;Institut National de l'Hygiène Publique
;-3.7645118,5.2150589;node/5037866621;node/5037866621;;Grand Bassam;;Pharmacie;Pharmacie Mokeyville
;-3.7373042,5.1972074;node/5037912939;node/5037912939;;Grand Bassam;;Pharmacie;Pharmacie Quartier France
;-3.9780701,5.2893176;node/5043274523;node/5043274523;;;;Pharmacie;Pharmacie St Antoine
;-3.7340325,5.2202406;node/5107401322;node/5107401322;;;;Pharmacie;Pharmacie Sainte Eunice
;-3.9798057,5.3646257;node/5125512322;node/5125512322;;;;Clinique médicale;Polyclinique Sacré-Cœur
;-4.3760479,5.327114;node/5130329421;node/5130329421;;;;Pharmacie;Pharmacie du marche
;-3.9528133,5.38018;node/5140443523;node/5140443523;;;;Pharmacie;Enica
;-3.9600492,5.2928359;node/5141104070;node/5141104070;;;;Pharmacie;Pharmacie Ehilie
;-3.954167,5.3282274;node/5143754322;node/5143754322;;Abidjan-Cocody;;Pharmacie;Pharmacie Boaz
;-3.9429339,5.328261;node/5143762421;node/5143762421;;Abidjan -Cocody;;Pharmacie;Pharmacie Les jardins d’Eden
;-3.9971112,5.3480743;node/5151231922;node/5151231922;;;;Pharmacie;Pharmacie Comoe
;-3.976265,5.4035045;node/5155431746;node/5155431746;;;;Pharmacie;Pharmacie Les Arcades
;-5.0566359,7.7036889;node/5176106775;node/5176106775;;;;Clinique médicale;Centre de Santé Chrétien de Bouaké Zone
;-3.8942952,5.3616316;node/5181889403;node/5181889403;;;;Pharmacie;Pharmacie Carrefour Santé
;-6.7850443,5.8041504;node/5194377204;node/5194377204;;;;Clinique médicale;
;-4.0089224,5.3401418;node/5195756922;node/5195756922;;;;Clinique médicale;Polyclinique Danga
;-3.9226954,5.2436568;node/5205036163;node/5205036163;;;;Pharmacie;Pharmacie des plages
;-6.66303,4.7700129;node/5209368526;node/5209368526;;;;Pharmacie;Pharmacie de terre rouge
;-5.1660847,7.5935394;node/5209368530;node/5209368530;;;;Clinique médicale;Centre de santé rural
;-5.2517691,6.833361;node/5209368545;node/5209368545;;;;Hôpital;Espace réservé au future hôpital internationale de Yamoussoukro
;-6.6305969,4.7478351;node/5209368549;node/5209368549;;;Cité;Clinique médicale;Centre Médical Pasteur
;-3.9612231,7.058471;node/5209368964;node/5209368964;;;;Pharmacie;Pharmacie du marché
;-6.6493088,4.7709539;node/5209368975;node/5209368975;;;;Pharmacie;Pharmacie Sainte Claudine
;-6.6319906,4.7393455;node/5209369724;node/5209369724;;;Cité;Clinique médicale;Clinique le rocher
;-3.9609149,7.0568882;node/5209369823;node/5209369823;;;;Pharmacie;La paix de Daoukro
;-4.0496847,5.3227648;node/5217823421;node/5217823421;;;;Pharmacie;Pharmacie Eden
;-5.629436,9.4575054;node/5235406122;node/5235406122;;;;Pharmacie;Pharmacie du NORD
;-5.62418,9.4617567;node/5235417621;node/5235417621;;;;Pharmacie;Pharmacie TCHERGNIM
;-6.6544592,4.7722892;node/5237630722;node/5237630722;;;;Pharmacie;Pharmacie des mosquées
;-4.0956285,5.3810587;node/5240534221;node/5240534221;;;;Pharmacie;Nouvelle Pharmacie Micao
;-3.9991867,5.3732618;node/5246370233;node/5246370233;;;;Pharmacie;Pharmacie des Halles
;-5.0434059,7.7129439;node/5247230794;node/5247230794;;;;Pharmacie;Pharmacie Victor Tenena
;-5.0183044,7.6622234;node/5247233574;node/5247233574;;;;Pharmacie;Pharmacie Ayatha
;-5.0259326,7.6485158;node/5247233576;node/5247233576;;;;Clinique médicale;Clinique Saint Josué
;-5.0382887,7.6824622;node/5247312253;node/5247312253;;;;Clinique médicale;Clinique Médico-Chirurgicale Nanan
;-5.0601119,7.6776546;node/5247312254;node/5247312254;;;;Pharmacie;Pharmacie Nouvelle du Château
;-5.0501339,7.6691692;node/5247312255;node/5247312255;;;;Pharmacie;Pharmacie St Marc de Broukro
;-5.0303851,7.7345418;node/5250512646;node/5250512646;;;;Clinique médicale;Maternité de Kotiakoffikro
;-5.0273341,7.722644;node/5250569283;node/5250569283;;;;Pharmacie;Pharmacie Fatima
;-5.0144327,7.691834;node/5250614918;node/5250614918;;;;Pharmacie;Pharmacie Liberté de Bouaké
;-5.0248464,7.6926699;node/5250615824;node/5250615824;;;;Pharmacie;Pharmacie de la Grande Mosquée
;-5.0276287,7.6945307;node/5250615826;node/5250615826;;;;Clinique médicale;Polyclinique Sainte Fraternité
;-6.6296078,4.747812;node/5251565622;node/5251565622;;;Cité;Clinique médicale;Clinique Centrale de San-Pédro
;-6.6343732,4.7466043;node/5251565625;node/5251565625;;;;Pharmacie;Pharmacie denise
;-6.635406,4.744496;node/5251565921;node/5251565921;;;Cité;Clinique médicale;Clinique Notre Dame de San Pedro
;-3.9884733,5.4335283;node/5254411022;node/5254411022;;;;Pharmacie;Nouvelle Pharmacie Abobo Belleville
;-5.2743448,6.7849055;node/5265622122;node/5265622122;;;;Pharmacie;
;-5.0265992,7.7072971;node/5265741630;node/5265741630;;;;Clinique médicale;Nouvelle Polyclinique du Centre
;-3.9496259,5.3022168;node/5280313721;node/5280313721;;;;Pharmacie;Pharmacie Sopim
;-6.5542266,5.0156713;node/5286053221;node/5286053221;;;;Hôpital;CSU DE GABIADJI
;-4.0349656,5.4370167;node/5298481921;node/5298481921;;;;Pharmacie;Pharmacie La vierge du signe
;-4.0142969,5.4236783;node/5342862126;node/5342862126;;;;Clinique médicale;Clinique Centrale d'Abobo Centre
;-4.0501665,5.3299382;node/5359355322;node/5359355322;;;;Pharmacie;Pharmacie Tizra
;-4.0826607,5.3553092;node/5370700921;node/5370700921;;;;Pharmacie;Celia
;-4.0942472,5.3197331;node/5383119036;node/5383119036;;;;Clinique médicale;Clinique médicale Sainte Thérèse d’Avila
;-4.0376754,5.3094083;node/5390466023;node/5390466023;;;;Pharmacie;Pharmacie Saint Étienne
;-4.043815,5.3196357;node/5425049450;node/5425049450;;;;Pharmacie;Pharmacie Chenain
;-4.0953249,5.358571;node/5427546521;node/5427546521;;;;Pharmacie;Pharmacie Mamy Adjoa
;-6.4823564,9.5193853;node/5438439421;node/5438439421;;;;Pharmacie;pharmacie
;-4.0714454,5.3549718;node/5446626873;node/5446626873;;;;Pharmacie;Nouvelle pharmacie Gabriel Gare
;-3.9916868,5.3852734;node/5457856557;node/5457856557;;;;Pharmacie;Pharmacie Magnificat
;-4.0840613,5.3367586;node/5464912421;node/5464912421;;;;Pharmacie;Pharrmacie Tereza
;-3.9682524,5.5409266;node/5469322821;node/5469322821;;;;Clinique médicale;Maternité d'Attiekoi
;-5.2921311,7.4542361;node/5472560822;node/5472560822;;;;Pharmacie;Pharmacie de l'amitié
;-3.9694931,5.3015084;node/5478647921;node/5478647921;;;;Pharmacie;Pharmacie Abya
;-4.0658248,5.355743;node/5486466652;node/5486466652;;;;Clinique dentaire;Garage auto
;-4.011986,5.4257959;node/5487338621;node/5487338621;;;;Pharmacie;Pharmacie Rahman
;-4.0955829,5.35869;node/5494672321;node/5494672321;;;;Pharmacie;Mamy Adjoa
;-5.0259681,7.7126506;node/5496311049;node/5496311049;;;;Pharmacie;Pharmacie Aboussouan
;-3.9995646,5.348803;node/5531949954;node/5531949954;;;;Pharmacie;Pharmacie Les Mimosnas
;-5.0259916,7.6948363;node/5540781394;node/5540781394;;;;Pharmacie;Pharmacie Chinoise
;-5.02778,7.6983473;node/5540781395;node/5540781395;;;;Pharmacie;Pharmacie Marché de Gros
;-5.0263172,7.7077835;node/5540901800;node/5540901800;;;;Pharmacie;Pharmacie Dar-Es Salam
;-5.0282687,7.6831981;node/5542617974;node/5542617974;;;;Clinique dentaire;Cabinet Dentaire Ivoire
;-4.0128494,5.3205083;node/5545187921;node/5545187921;;;;Clinique médicale;Clinique HMS Plateau
;-5.0303288,7.6861869;node/5545575716;node/5545575716;;;;Pharmacie;Produits Chinois
;-5.0293913,7.6898949;node/5545628845;node/5545628845;;;;Pharmacie;Nouvelle Pharmacie des Savanes
;-5.0277231,7.6926501;node/5545698598;node/5545698598;;;;Pharmacie;Pharmacie de La Cité
;-5.0434897,7.712965;node/5546120853;node/5546120853;;;;Clinique médicale;Clinique La Sentinelle Santé
;-5.031116,7.7133898;node/5546618619;node/5546618619;;;;Clinique médicale;Service Scolaire et Universitaire Bouaké 3
;-5.0345184,7.7131978;node/5546647141;node/5546647141;;;;Pharmacie;Pharmacie Kênêya
;-5.0260077,7.7139388;node/5548273238;node/5548273238;;;;Clinique médicale;Clinique Cem Chic
;-5.0547677,7.7019053;node/5550050269;node/5550050269;;;;Pharmacie;Pharmacie Bel Air
;-5.0463054,7.6844086;node/5552256566;node/5552256566;;;;Pharmacie;Rehoboth du Stade
;-5.0497855,7.6857709;node/5552326645;node/5552326645;;;;Clinique médicale;Clinique Médicale Reine Pokou
;-5.0496179,7.6857284;node/5552326646;node/5552326646;;;;Pharmacie;Pharmacie Cité Olympique
;-5.2774482,6.8176804;node/5552665008;node/5552665008;;;;Hôpital;Centre Hospitalier Régional
;-4.0937669,5.3394278;node/5554937294;node/5554937294;;;;Pharmacie;Pharmacie de la félicité
;-5.0498673,7.7270547;node/5556226410;node/5556226410;;;;Clinique médicale;Centre Médical Berthel
;-4.9939835,7.7232819;node/5558977435;node/5558977435;;;;Clinique médicale;Clinique Santé pour Tous
;-5.0004537,7.7151121;node/5558977459;node/5558977459;;;;Clinique médicale;Polyclinique Nouvelle de Belleville
;-5.0324276,7.7358972;node/5559658887;node/5559658887;;;;Pharmacie;Pharmacie Avicenne
;-5.0109619,7.6880795;node/5564047383;node/5564047383;;;;Pharmacie;Pharmacie Moderne Kennedy
;-5.0110933,7.6872825;node/5564047384;node/5564047384;;;;Clinique médicale;Polyclinique Kennedy
;-5.0118868,7.6872618;node/5564047385;node/5564047385;;;;Clinique médicale;Clinique Médoco-Chirurgicale Saint-Martin
;-5.0646544,7.7234068;node/5564412218;node/5564412218;;;;Clinique médicale;Centre Jean-Baptiste Vatelot
;-5.0246009,7.6806208;node/5568547889;node/5568547889;;;;Clinique médicale;Service de Santé Scolaire et Universitaire II Nimbo
;-5.0141779,7.6693408;node/5568640017;node/5568640017;;;;Pharmacie;Pharmacopée Chinoise et Africaine
;-5.017717,7.6710845;node/5568640821;node/5568640821;;;;Pharmacie;Pharmacie Tsf
;-5.0780694,7.6793801;node/5568733140;node/5568733140;;;;Clinique médicale;Centre de Santé Universitaire Campus 2
;-5.0259925,7.6814959;node/5568761848;node/5568761848;;;;Clinique médicale;Clinique Médicale Sainte Madeleine
;-5.0332832,7.680759;node/5568801023;node/5568801023;;;;Clinique médicale;Clinique Médicale Étoile du Commerce
;-5.0234556,7.682407;node/5568817604;node/5568817604;;;;Clinique médicale;Clinique Médicale Bouaké
;-5.0256242,7.6707643;node/5568830760;node/5568830760;;;;Pharmacie;Pharmacie carrefour Saint Pierre
;-5.0267105,7.6798851;node/5569100878;node/5569100878;;;;Pharmacie;Pharmacie Sainte Madeleine
;-5.0171095,7.6781879;node/5569112148;node/5569112148;;;;Clinique médicale;Aosi Action
;-5.0180536,7.6799676;node/5569112155;node/5569112155;;;;Pharmacie;Pharmacie Air France 1
;-5.0185579,7.6811743;node/5569112157;node/5569112157;;;;Clinique dentaire;Centre De Santé Communautaire
;-5.0200807,7.6930095;node/5582216552;node/5582216552;;;;Pharmacie;Pharmacie de Sokoura
;-5.0257988,7.6881121;node/5588963440;node/5588963440;;;;Pharmacie;Pharmacie Notre-Dame de la Paix
;-5.0352237,7.6829046;node/5596160883;node/5596160883;;;;Clinique médicale;Institut National d'Hygiène Publique
;-5.0383874,7.7011079;node/5596301624;node/5596301624;;;;Hôpital;Hôpital Saint-Camille
;-4.0832999,5.3236628;node/5599201713;node/5599201713;;;;Pharmacie;Pharmacie Sideci extension
;-4.0683042,5.4390365;node/5599203446;node/5599203446;;;;Pharmacie;Pharmacie olympique
;-4.000793,5.415265;node/5599203448;node/5599203448;;;;Pharmacie;Pharmacie Monastère
;-4.0796958,5.3188158;node/5614966648;node/5614966648;;;;Pharmacie;Pharmacie de Sion
;-4.0754011,5.3373614;node/5620097768;node/5620097768;;;;Pharmacie;Pharmacie Santa Caterina
;-5.0675957,7.6858244;node/5665061921;node/5665061921;;;;Clinique médicale;Centre de Santé Universitaire Campus 1
;-5.0678073,7.6853629;node/5665070121;node/5665070121;;;;Clinique médicale;Centre de Santé Universitaire Campus 1
;-3.9518635,5.3642006;node/5677291223;node/5677291223;;;;Pharmacie;Notre dame du refuge
;-4.5720229,5.6675838;node/5709280688;node/5709280688;;;;Pharmacie;Pharmacie Principale
;-4.5728504,5.6730187;node/5709280696;node/5709280696;;;;Pharmacie;Pharmacie du Marché
;-4.3778252,5.3221579;node/5756273032;node/5756273032;;;;Pharmacie;Pharmacie des lagunes
;-6.4497049,6.8926901;node/5766509856;node/5766509856;;;;Pharmacie;Pharmacie Lobia
;-6.6025582,5.7836165;node/5773636354;node/5773636354;;;;Pharmacie;Pharmacie du SUD-OUEST
;-5.0388649,7.6825253;node/5806800034;node/5806800034;;;;Clinique médicale;CEMENA
;-6.6277009,4.7496353;node/5840661637;node/5840661637;;;;Clinique médicale;infirmerie Medical
;-6.64387,4.740928;node/5840669282;node/5840669282;;;;Pharmacie;Pharmacie du Lac
;-6.6390648,4.7457682;node/5840671813;node/5840671813;;;;Pharmacie;Les Béatitudes
;-6.6393283,4.7458597;node/5840671815;node/5840671815;;;Lac;Clinique médicale;Clinique la rosette
;-6.6365381,4.7484017;node/5840671824;node/5840671824;;;;Pharmacie;Pharmacie de la Cité
;-6.630701,4.7467846;node/5841720491;node/5841720491;;;;Pharmacie;Pharmacie Nabenou
;-6.6676699,4.7688266;node/5842212745;node/5842212745;;;;Clinique dentaire;Prothèse dentaire
;-6.6465548,4.7709375;node/5842351247;node/5842351247;;;;Clinique médicale;Centre Médical Chinois
;-6.6465287,4.7708927;node/5842351248;node/5842351248;;;;Clinique médicale;Centre de Santé Les Archanges
;-6.6700323,4.7718977;node/5842509795;node/5842509795;;;;Pharmacie;Pharmacie Nour
;-6.6676404,4.7745793;node/5842509831;node/5842509831;;;;Pharmacie;Pharmacie de l'Archange
